,Title,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Language,budget_max,Format
845,The Girl Who Believes in Miracles,2021-04-02,100 min,"Drama, Family",,,5.4,"1,077",tt9098454,3163362.0,English,0.0,not_netflix
846,The Believer,2001-08-23,98 min,Drama,6 wins & 10 nominations,75.0,7.1,"39,454",tt0247199,416925.0,"English, Hebrew",0.0,not_netflix
847,Dawn of the Beast,2021-04-02,82 min,"Horror, Mystery",,,4.1,899,tt13430932,,English,0.0,not_netflix
848,Voyagers,2021-04-09,108 min,"Adventure, Sci-Fi, Thriller",,44.0,5.4,"23,324",tt9664108,3149935.0,English,20000000.0,not_netflix
849,Thunder Force,2021-04-09,106 min,"Action, Adventure, Comedy",1 nomination,34.0,4.5,"43,318",tt10121392,,English,0.0,netflix
850,Arlo the Alligator Boy,2021-04-16,90 min,"Animation, Adventure, Comedy",6 nominations,,6.4,"1,185",tt13454122,,English,0.0,netflix
851,Monday,2021-04-16,116 min,"Drama, Romance",1 win & 12 nominations,58.0,5.8,"4,766",tt8884906,30932.0,"English, Greek",100.0,not_netflix
852,In the Earth,2021-04-16,107 min,"Horror, Mystery, Thriller",1 win & 9 nominations,63.0,5.2,"9,319",tt13429362,1113723.0,"English, Latin",0.0,not_netflix
853,Stowaway,2021-04-22,116 min,"Adventure, Sci-Fi, Thriller",,63.0,5.6,"48,200",tt9203694,,English,10000000.0,not_netflix
854,Mortal Kombat,2021-04-23,110 min,"Action, Adventure, Fantasy",4 wins & 10 nominations,44.0,6.0,"178,959",tt0293429,42326031.0,"English, Japanese, Chinese",20000000.0,not_netflix
855,The Mitchells vs the Machines,2021-04-30,114 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 46 wins & 58 nominations total,81.0,7.6,"114,198",tt7979580,,English,,not_netflix
856,Vanquish,2021-04-16,94 min,"Action, Thriller",1 win & 2 nominations,22.0,2.9,"4,644",tt5932368,,"English, French, German",0.0,not_netflix
857,Together Together,2021-04-23,90 min,"Comedy, Drama",2 wins & 8 nominations,70.0,6.4,"8,218",tt11285280,1437938.0,English,0.0,not_netflix
858,We Broke Up,2021-04-23,80 min,"Comedy, Drama",1 nomination,53.0,5.1,"1,281",tt11867884,15063.0,English,0.0,not_netflix
859,The Deep Ones,2020-09-19,83 min,"Horror, Sci-Fi",5 wins,,4.1,727,tt11548850,,"English, Finnish, Swiss German",500000.0,not_netflix
860,Things Heard & Seen,2021-04-29,121 min,"Drama, Horror, Mystery",1 win,49.0,5.3,"33,093",tt10962368,,English,0.0,netflix
861,Without Remorse,2021-04-30,109 min,"Action, Thriller, War",1 nomination,41.0,5.8,"60,442",tt0499097,,English,,not_netflix
862,The Virtuoso,2021-04-30,110 min,"Action, Thriller",,24.0,4.9,"8,312",tt4136456,,English,0.0,not_netflix
863,Four Good Days,2021-05-21,100 min,Drama,Nominated for 1 Oscar. 3 nominations total,52.0,6.5,"9,358",tt10344522,837849.0,English,0.0,not_netflix
864,Separation,2021-04-30,107 min,"Drama, Horror, Mystery",1 nomination,,4.7,"4,260",tt9173154,4509143.0,English,0.0,not_netflix
865,Wrath of Man,2021-05-07,119 min,"Action, Crime, Thriller",1 nomination,57.0,7.1,"186,226",tt11083552,27466489.0,English,40000000.0,not_netflix
866,Monster,2004-01-30,109 min,"Biography, Crime, Drama",Won 1 Oscar. 30 wins & 26 nominations total,74.0,7.3,"155,249",tt0340855,34469210.0,English,4500.0,netflix
867,The Paper Tigers,2021-05-07,108 min,"Action, Comedy",3 wins & 3 nominations,67.0,6.3,"4,899",tt6060444,112691.0,English,0.0,not_netflix
868,Mainstream,2021-05-07,94 min,"Comedy, Drama",1 win & 2 nominations,36.0,5.0,"4,792",tt9224288,35696.0,English,5000000.0,not_netflix
869,The Water Man,2021-05-07,91 min,"Adventure, Drama, Family",1 win & 2 nominations,68.0,5.5,"4,214",tt4779326,383234.0,English,0.0,not_netflix
870,Here Today,2021-05-07,117 min,"Comedy, Drama, Music",,40.0,6.7,"5,022",tt10944596,2807494.0,English,0.0,not_netflix
871,Above Suspicion,2021-05-07,104 min,"Action, Biography, Crime",,46.0,5.7,"6,821",tt5688068,,English,0.0,not_netflix
872,Reboot Camp,2021-05-04,97 min,Comedy,7 wins,,4.7,"1,842",tt11111286,,English,0.0,not_netflix
873,Benny Loves You,2021-02-15,94 min,"Comedy, Fantasy, Horror",3 wins & 4 nominations,,5.6,"2,513",tt3917506,,English,10000.0,not_netflix
874,Oxygen,2021-05-12,100 min,"Drama, Fantasy, Sci-Fi",1 nomination,67.0,6.5,"40,634",tt6341832,,French,6800.0,netflix
875,Army of the Dead,2021-05-21,148 min,"Action, Crime, Drama",1 win & 4 nominations,57.0,5.7,"176,911",tt0993840,,"Bable, Polish, English, Spanish, German, French",0.0,netflix
876,Those Who Wish Me Dead,2021-05-14,100 min,"Action, Drama, Thriller",,59.0,6.0,"64,296",tt3215824,7407200.0,English,20000000.0,not_netflix
877,The Woman in the Window,2021-05-14,100 min,"Crime, Drama, Mystery",6 nominations,41.0,5.7,"77,990",tt6111574,,English,4000000.0,netflix
878,Spiral,2021-05-14,93 min,"Crime, Horror, Mystery",1 nomination,40.0,5.2,"56,524",tt10342730,23216862.0,English,80000.0,not_netflix
879,Georgetown,2021-05-14,99 min,"Biography, Crime, Drama",,49.0,6.2,"4,577",tt4669252,,English,0.0,not_netflix
880,Finding You,2021-05-14,119 min,"Drama, Romance",1 nomination,41.0,6.4,"6,070",tt8760280,2753985.0,English,0.0,not_netflix
881,The Killing of Two Lovers,2021-05-14,85 min,Drama,1 win & 12 nominations,82.0,6.9,"4,600",tt10702148,71162.0,English,0.0,not_netflix
882,616 Wilford Lane,2021-05-18,85 min,Horror,,,4.2,448,tt10225926,,English,0.0,not_netflix
883,Dream Horse,2021-05-21,113 min,"Biography, Comedy, Drama",3 wins & 2 nominations,68.0,6.9,"5,964",tt9883996,2913328.0,English,20000000.0,not_netflix
884,Blast Beat,2020-01-26,105 min,Drama,1 win & 2 nominations,53.0,5.3,281,tt10767066,,"English, Spanish",0.0,not_netflix
885,A Quiet Place Part II,2021-05-28,97 min,"Drama, Horror, Sci-Fi",Nominated for 1 BAFTA Award14 wins & 44 nominations total,71.0,7.2,"240,513",tt8332922,160072261.0,"English, American Sign ",61000000.0,not_netflix
886,Cruella,2021-05-28,134 min,"Adventure, Comedy, Crime",Won 1 Oscar. 29 wins & 42 nominations total,59.0,7.3,"240,976",tt3228774,86103234.0,"English, French",200000000.0,not_netflix
887,Plan B,2010-05-06,106 min,"Comedy, Drama, Romance",2 wins & 2 nominations,,7.0,"4,398",tt1408972,,Spanish,0.0,not_netflix
888,Changing the Game,2012-05-11,104 min,"Action, Crime, Drama",,,4.0,529,tt1569931,,English,0.0,not_netflix
889,Spirit Untamed,2021-06-04,88 min,"Animation, Adventure, Comedy",1 win & 9 nominations,49.0,5.5,"4,027",tt11084896,17716215.0,English,30000000.0,not_netflix
890,The Conjuring: The Devil Made Me Do It,2021-06-04,112 min,"Horror, Mystery, Thriller",,53.0,6.3,"121,774",tt7069210,65631050.0,"English, Latin",39000000.0,not_netflix
891,Gully,2021-06-04,84 min,"Crime, Drama",2 nominations,,2.7,"21,297",tt5013984,22517.0,English,0.0,not_netflix
892,Flashback,2021-06-04,97 min,"Drama, Mystery, Thriller",3 nominations,49.0,5.3,"6,510",tt8372094,,English,0.0,not_netflix
893,Under the Stadium Lights,2021-06-04,109 min,"Action, Drama, Sport",,31.0,3.9,432,tt6384920,,English,0.0,not_netflix
894,Grace and Grit,2021-06-04,111 min,"Biography, Drama, Romance",,,5.1,317,tt3910630,,English,6000000.0,not_netflix
895,Awake,2007-11-30,84 min,"Crime, Drama, Mystery",1 win & 3 nominations,33.0,6.5,"76,988",tt0211933,14377198.0,"English, Japanese",100.0,netflix
896,Infinite,2021-06-10,106 min,"Action, Sci-Fi, Thriller",1 win & 3 nominations,28.0,5.4,"54,481",tt6654210,,English,0.0,not_netflix
897,Peter Rabbit 2: The Runaway,2021-06-11,93 min,"Adventure, Comedy, Crime",2 wins & 6 nominations,43.0,6.2,"12,595",tt8376234,40501717.0,"English, German",45000000.0,not_netflix
898,In the Heights,2021-06-11,143 min,"Drama, Musical, Romance",10 wins & 52 nominations,84.0,7.3,"48,854",tt1321510,29975167.0,"English, Spanish, Hebrew",55000000.0,not_netflix
899,Wish Dragon,2021-06-11,98 min,"Animation, Adventure, Comedy",4 nominations,59.0,7.2,"29,009",tt5562070,,English,0.0,not_netflix
900,The Misfits,1961-02-01,125 min,"Drama, Romance, Western",1 win & 1 nomination,77.0,7.2,"21,592",tt0055184,,English,0.0,not_netflix
901,12 Mighty Orphans,2021-06-18,118 min,"History, Sport",2 nominations,44.0,6.9,"6,291",tt8482584,3689637.0,English,0.0,not_netflix
902,The House Next Door: Meet the Blacks 2,2021-06-11,97 min,"Action, Comedy, Horror",,,3.9,"1,888",tt7524444,2893660.0,English,0.0,not_netflix
903,Queen Bees,2021-06-11,100 min,"Comedy, Drama, Romance",2 nominations,52.0,6.2,"2,379",tt8338076,1926706.0,English,0.0,not_netflix
904,DOMINO: Battle of the Bones,2021-06-11,110 min,Comedy,,,3.9,305,tt10160896,50124.0,English,,not_netflix
905,Hitman's Wife's Bodyguard,2021-06-16,100 min,"Action, Comedy, Crime",3 nominations,32.0,6.1,"97,805",tt8385148,38014727.0,"English, Spanish, Japanese, Russian",70000000.0,not_netflix
906,Luca,2021-06-18,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 4 wins & 78 nominations total,71.0,7.4,"170,435",tt12801262,,"English, Italian",200000000.0,not_netflix
907,Fatherhood,2021-06-18,109 min,"Comedy, Drama",1 nomination,53.0,6.6,"39,758",tt4733624,,English,0.0,not_netflix
908,The Birthday Cake,2021-06-18,93 min,"Crime, Thriller",,58.0,4.3,"1,684",tt10719958,,English,0.0,not_netflix
909,Rita Moreno: Just a Girl Who Decided to Go for It,2021-06-18,90 min,"Documentary, Biography",3 wins & 7 nominations,77.0,7.7,825,tt10741846,264626.0,"English, Spanish",0.0,not_netflix
910,The Sparks Brothers,2021-06-18,140 min,"Documentary, Biography, Comedy",5 wins & 25 nominations,80.0,7.8,"5,495",tt8610436,648665.0,English,0.0,not_netflix
911,Truman,2017-04-07,108 min,"Adventure, Comedy, Drama",30 wins & 33 nominations,81.0,7.3,"13,424",tt3754940,210840.0,"Spanish, English",,not_netflix
912,Stalker,1980-04-17,162 min,"Drama, Sci-Fi",2 wins & 2 nominations,83.0,8.1,"137,433",tt0079944,292049.0,Russian,0.0,not_netflix
913,Love Spreads,2021-06-18,93 min,Comedy,,,3.6,181,tt11777510,,English,0.0,not_netflix
914,A Crime on the Bayou,2021-06-18,91 min,Documentary,2 nominations,81.0,6.5,96,tt10837932,,English,0.0,not_netflix
915,Good on Paper,2021-06-23,92 min,"Comedy, Romance",,54.0,5.6,"12,956",tt8231668,,English,0.0,netflix
916,F9: The Fast Saga,2021-06-25,143 min,"Action, Crime, Thriller",2 wins & 12 nominations,58.0,5.2,"138,750",tt5433138,173005945.0,English,,not_netflix
917,The Ice Road,2021-06-25,109 min,"Action, Adventure, Thriller",2 nominations,42.0,5.6,"43,193",tt3758814,,English,0.0,not_netflix
918,Werewolves Within,2021-07-02,97 min,"Comedy, Horror, Mystery",2 wins & 3 nominations,66.0,6.0,"21,482",tt9288692,575783.0,English,6500000.0,not_netflix
919,False Positive,2021-06-25,92 min,"Horror, Mystery, Thriller",,54.0,4.7,"6,481",tt10096842,,English,0.0,not_netflix
920,Lansky,2021-06-25,119 min,"Biography, Crime, Drama",,45.0,6.2,"8,497",tt5078852,61030.0,"English, Hebrew",183210.0,not_netflix
921,I Carry You with Me,2021-07-08,111 min,Drama,5 wins & 25 nominations,76.0,6.7,"1,302",tt11388990,166403.0,"Spanish, English",0.0,not_netflix
922,Mary J Blige's My Life,2021-06-25,82 min,Documentary,3 nominations,56.0,6.6,603,tt11383348,,English,,not_netflix
923,Fathom,1967-08-09,99 min,"Adventure, Comedy",,,5.7,"1,704",tt0061653,,English,0.0,not_netflix
924,Rollers,2021-06-25,,Comedy,,,,48,tt9124868,,English,0.0,not_netflix
925,America: The Motion Picture,2021-06-30,98 min,"Animation, Action, Adventure",,38.0,5.6,"6,837",tt6733874,,English,0.0,netflix
926,Zola,2021-06-30,86 min,"Comedy, Crime, Drama",8 wins & 37 nominations,76.0,6.5,"15,452",tt5439812,4844399.0,English,5000000.0,not_netflix
927,No Sudden Move,2021-07-01,115 min,"Crime, Drama, Mystery",,76.0,6.4,"37,183",tt11525644,,English,0.0,not_netflix
928,The Tomorrow War,2021-07-02,138 min,"Action, Adventure, Drama",8 nominations,45.0,6.5,"211,583",tt9777666,,English,200000000.0,not_netflix
929,The Forever Purge,2021-07-02,103 min,"Action, Crime, Horror",1 win,53.0,5.4,"36,790",tt10327252,44539245.0,"English, Spanish",18000000.0,not_netflix
930,Fear Street: Part One - 1994,2021-07-02,107 min,"Drama, Horror, Mystery",2 wins & 1 nomination,67.0,6.2,"84,897",tt6566576,,English,,not_netflix
931,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021-07-02,118 min,"Documentary, Music",Won 1 Oscar. 71 wins & 44 nominations total,96.0,8.0,"12,654",tt11422728,2320649.0,English,0.0,not_netflix
932,Till Death,2021-07-02,88 min,Thriller,,66.0,5.8,"23,409",tt11804152,,English,0.0,not_netflix
933,Let Us In,2021-07-02,84 min,"Horror, Sci-Fi",,56.0,4.4,627,tt10533804,,English,0.0,not_netflix
934,Black Widow,2021-07-09,134 min,"Action, Adventure, Sci-Fi",12 wins & 34 nominations,68.0,6.7,"391,279",tt3480822,183651655.0,"English, Russian, Norwegian, Hungarian, Macedonian, Finnish",200000000.0,not_netflix
935,Fear Street: Part Two - 1978,2021-07-09,109 min,"Drama, Horror, Mystery",1 win & 2 nominations,61.0,6.7,"67,914",tt9701940,,English,,not_netflix
936,Summertime,1955-11-07,100 min,"Comedy, Drama, Romance",Nominated for 2 Oscars. 2 wins & 5 nominations total,,7.1,"9,210",tt0048673,,"English, Italian",0.0,not_netflix
937,Gunpowder Milkshake,2021-07-14,114 min,"Action, Crime, Thriller",4 nominations,47.0,6.0,"46,876",tt8368408,,"English, Russian",30000000.0,not_netflix
938,Space Jam: A New Legacy,2021-07-15,115 min,"Animation, Adventure, Comedy",7 wins & 5 nominations,36.0,4.5,"74,610",tt3554046,70592228.0,English,161900000.0,not_netflix
939,Escape Room: Tournament of Champions,2021-07-16,88 min,"Action, Adventure, Horror",,48.0,5.7,"48,892",tt9844522,25314753.0,"English, Ukrainian",15000000.0,not_netflix
940,Fear Street: Part Three - 1666,2021-07-16,114 min,"Horror, Mystery",1 win & 1 nomination,68.0,6.6,"56,279",tt9701942,,English,,not_netflix
941,Die in a Gunfight,2021-07-16,92 min,"Action, Comedy, Crime",,23.0,4.4,"3,058",tt1697800,,"English, Latin, French",0.0,not_netflix
942,Pig,2021-07-16,92 min,"Drama, Mystery",37 wins & 72 nominations,82.0,6.9,"79,600",tt11003218,3186668.0,"English, Persian",0.0,not_netflix
943,Out of Death,2021-07-16,96 min,"Crime, Thriller",1 nomination,,3.3,"5,243",tt12528166,,English,0.0,not_netflix
944,Roadrunner: A Film About Anthony Bourdain,2021-07-16,119 min,Documentary,3 wins & 5 nominations,,7.7,"8,198",tt14512538,5354970.0,English,0.0,not_netflix
945,How It Ends,2018-07-13,113 min,"Action, Drama, Horror",5 nominations,36.0,5.0,"55,180",tt5246700,,English,20000000.0,netflix
946,Trollhunters: Rise of the Titans,2021-07-21,104 min,"Animation, Action, Adventure",4 nominations,,6.6,"5,382",tt12851396,,"English, Mandarin, Portuguese",0.0,netflix
947,Snake Eyes,1998-08-07,98 min,"Crime, Mystery, Thriller",1 win & 4 nominations,52.0,6.1,"83,714",tt0120832,55591409.0,English,,not_netflix
948,Old,2021-07-23,108 min,"Drama, Horror, Mystery",1 win & 7 nominations,55.0,5.8,"130,704",tt10954652,48276510.0,English,18000000.0,not_netflix
949,Joe Bell,2021-07-23,94 min,"Biography, Drama",,54.0,6.2,"8,186",tt4651466,1405488.0,English,0.0,not_netflix
950,Jolt,2021-07-23,91 min,"Action, Comedy, Crime",1 win,48.0,5.6,"32,755",tt10228134,,English,0.0,not_netflix
951,Midnight in the Switchgrass,2021-07-23,99 min,"Action, Crime, Thriller",2 nominations,24.0,4.5,"8,658",tt11656220,,English,15000000.0,not_netflix
952,Broken Diamonds,2021-07-23,90 min,Drama,1 win & 1 nomination,34.0,5.6,292,tt6484398,,English,0.0,not_netflix
953,Val,2021-08-06,109 min,"Documentary, Biography",3 wins & 23 nominations,73.0,7.6,"13,303",tt14731254,,English,0.0,not_netflix
954,Ailey,2021-07-23,95 min,"Documentary, Biography, History",5 nominations,77.0,6.7,274,tt13622084,204513.0,English,0.0,not_netflix
955,Jungle Cruise,2021-07-30,127 min,"Action, Adventure, Comedy",5 wins & 9 nominations,50.0,6.6,"196,819",tt0870154,116987516.0,"English, German, Spanish, Tupi, Italian, Portuguese, Latin, French",200000000.0,not_netflix
956,Vivo,2021-08-06,95 min,"Animation, Adventure, Comedy",1 win & 17 nominations,66.0,6.7,"19,908",tt6338498,,"English, Spanish",0.0,not_netflix
957,Stillwater,2021-07-30,139 min,"Crime, Drama, Thriller",2 nominations,60.0,6.6,"45,973",tt10696896,14465535.0,"English, French",20000000.0,not_netflix
958,The Green Knight,2021-07-30,130 min,"Adventure, Drama, Fantasy",22 wins & 115 nominations,85.0,6.6,"104,917",tt9243804,17173321.0,"Latin, English",15000000.0,not_netflix
959,Nine Days,2021-07-30,124 min,"Drama, Fantasy",5 wins & 22 nominations,72.0,6.8,"9,305",tt10451852,694849.0,English,10000000.0,not_netflix
960,Ride the Eagle,2021-07-30,88 min,"Comedy, Drama",,54.0,6.3,"3,273",tt14673560,,English,0.0,not_netflix
961,The Evening Hour,2021-07-13,114 min,Drama,3 nominations,47.0,5.4,313,tt5554356,,English,0.0,not_netflix
962,Lorelei,2021-07-30,111 min,Drama,5 wins & 13 nominations,71.0,6.4,"2,096",tt6461318,12642.0,,0.0,not_netflix
963,Enemies of the State,2021-07-30,103 min,Documentary,3 nominations,74.0,6.0,706,tt10388028,8495.0,English,0.0,not_netflix
964,The Suicide Squad,2021-08-05,132 min,"Action, Adventure, Comedy",4 wins & 41 nominations,72.0,7.2,"363,738",tt6334354,55817425.0,English,185000000.0,not_netflix
965,Naked Singularity,2021-08-13,93 min,"Comedy, Crime, Drama",2 wins,36.0,4.8,"2,654",tt9598214,3050.0,English,0.0,not_netflix
966,John and the Hole,2021-08-06,103 min,"Drama, Horror, Thriller",3 wins & 7 nominations,61.0,5.2,"3,504",tt11307724,25386.0,English,0.0,not_netflix
967,Playing God,1997-10-17,94 min,"Crime, Drama, Thriller",,,5.6,"7,779",tt0119906,4166918.0,"English, Russian",0.0,not_netflix
968,Swan Song,2021-12-17,116 min,"Drama, Romance, Sci-Fi",Nominated for 1 BAFTA Award2 wins & 11 nominations total,66.0,6.8,"15,238",tt13207508,,English,0.0,not_netflix
969,She Ball,2022-05-09,97 min,"Comedy, Drama, Sport",4 nominations,,3.2,415,tt7768784,,English,0.0,not_netflix
970,The Kissing Booth 3,2021-08-11,112 min,"Comedy, Romance",,36.0,4.8,"18,424",tt12783454,,English,0.0,netflix
971,Homeroom,2021-08-12,90 min,Documentary,2 wins & 4 nominations,68.0,5.7,266,tt13622168,,English,0.0,not_netflix
972,Free Guy,2021-08-13,115 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 5 wins & 29 nominations total,62.0,7.1,"382,310",tt6264654,121626598.0,"English, Japanese, German",110000000.0,not_netflix
973,Respect,2021-08-13,145 min,"Biography, Drama, Music",3 wins & 40 nominations,61.0,6.6,"16,012",tt2452150,24278399.0,English,0.0,not_netflix
974,Beckett,2021-08-13,110 min,"Action, Crime, Drama",1 nomination,52.0,5.7,"27,020",tt10230994,,"English, Greek",0.0,netflix
975,Don't Breathe 2,2021-08-13,98 min,"Action, Crime, Horror",1 nomination,46.0,6.0,"61,405",tt6246322,32712950.0,English,10000000.0,not_netflix
976,CODA,2021-08-13,111 min,"Comedy, Drama, Music",Won 3 Oscars. 65 wins & 140 nominations total,72.0,8.0,"143,193",tt10366460,,"American Sign , English",10000000.0,not_netflix
